IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.24.13.121,3,2,0.33,233.93,0.00,N/A
104.24.33.196,3,2,0.33,234.10,0.00,N/A
172.65.25.254,3,2,0.33,234.16,0.00,N/A
104.21.82.156,3,2,0.33,234.25,0.00,N/A
172.65.205.190,3,2,0.33,234.26,0.00,N/A
104.25.128.226,3,2,0.33,234.36,0.00,N/A
198.41.203.61,3,2,0.33,234.45,0.00,N/A
104.18.123.117,3,2,0.33,234.75,0.00,N/A
104.17.165.191,3,2,0.33,234.75,0.00,N/A
104.19.208.17,3,2,0.33,234.79,0.00,N/A
104.16.6.14,3,2,0.33,234.89,0.00,N/A
104.25.62.206,3,2,0.33,234.91,0.00,N/A
104.19.24.60,3,2,0.33,235.03,0.00,N/A
104.19.22.46,3,2,0.33,235.04,0.00,N/A
104.18.36.248,3,2,0.33,235.05,0.00,N/A
104.17.82.254,3,2,0.33,235.17,0.00,N/A
104.18.41.31,3,2,0.33,235.23,0.00,N/A
104.18.38.253,3,2,0.33,235.29,0.00,N/A
104.17.14.230,3,2,0.33,235.30,0.00,N/A
104.27.207.217,3,2,0.33,235.32,0.00,N/A
104.25.172.89,3,2,0.33,235.32,0.00,N/A
104.19.211.107,3,2,0.33,235.52,0.00,N/A
172.64.232.20,3,2,0.33,235.54,0.00,N/A
104.21.92.215,3,2,0.33,235.54,0.00,N/A
104.24.172.159,3,2,0.33,235.55,0.00,N/A
104.25.59.73,3,2,0.33,235.62,0.00,N/A
104.18.32.249,3,2,0.33,235.64,0.00,N/A
104.24.158.119,3,2,0.33,235.68,0.00,N/A
172.67.250.60,3,2,0.33,235.69,0.00,N/A
104.16.228.76,3,2,0.33,235.73,0.00,N/A
104.24.175.10,3,2,0.33,235.73,0.00,N/A
172.65.179.210,3,2,0.33,235.84,0.00,N/A
104.17.161.99,3,2,0.33,235.86,0.00,N/A
104.24.136.108,3,2,0.33,235.96,0.00,N/A
104.21.7.17,3,2,0.33,236.02,0.00,N/A
104.18.139.80,3,2,0.33,236.06,0.00,N/A
104.27.10.98,3,2,0.33,236.09,0.00,N/A
172.66.199.112,3,2,0.33,236.11,0.00,N/A
172.65.17.8,3,2,0.33,236.11,0.00,N/A
104.18.44.125,3,2,0.33,236.18,0.00,N/A
104.18.143.30,3,2,0.33,236.29,0.00,N/A
104.19.162.189,3,2,0.33,236.30,0.00,N/A
104.24.44.55,3,2,0.33,236.36,0.00,N/A
172.65.149.227,3,2,0.33,236.37,0.00,N/A
104.19.52.139,3,2,0.33,236.39,0.00,N/A
104.17.39.151,3,2,0.33,236.41,0.00,N/A
104.16.68.89,3,2,0.33,236.47,0.00,N/A
104.17.47.39,3,2,0.33,236.49,0.00,N/A
104.25.101.122,3,2,0.33,236.49,0.00,N/A
104.25.90.133,3,2,0.33,236.60,0.00,N/A
104.25.204.70,3,2,0.33,236.62,0.00,N/A
104.25.109.83,3,2,0.33,236.67,0.00,N/A
104.24.160.77,3,2,0.33,236.67,0.00,N/A
104.17.210.151,3,2,0.33,236.72,0.00,N/A
104.19.150.202,3,2,0.33,236.73,0.00,N/A
104.18.118.199,3,2,0.33,236.78,0.00,N/A
104.17.198.111,3,2,0.33,236.82,0.00,N/A
104.21.11.78,3,2,0.33,236.85,0.00,N/A
104.24.78.93,3,2,0.33,236.86,0.00,N/A
172.65.214.38,3,2,0.33,236.93,0.00,N/A
104.21.116.12,3,2,0.33,236.99,0.00,N/A
104.19.139.185,3,2,0.33,237.02,0.00,N/A
104.20.12.7,3,2,0.33,237.07,0.00,N/A
104.19.29.82,3,2,0.33,237.25,0.00,N/A
172.66.1.195,3,2,0.33,237.26,0.00,N/A
104.25.126.89,3,2,0.33,237.28,0.00,N/A
104.19.140.79,3,2,0.33,237.33,0.00,N/A
104.25.184.137,3,2,0.33,237.34,0.00,N/A
104.19.36.7,3,2,0.33,237.36,0.00,N/A
172.65.121.51,3,2,0.33,237.40,0.00,N/A
104.18.89.142,3,2,0.33,237.40,0.00,N/A
172.67.176.160,3,2,0.33,237.41,0.00,N/A
104.27.196.0,3,2,0.33,237.48,0.00,N/A
104.25.165.17,3,2,0.33,237.49,0.00,N/A
104.18.63.245,3,2,0.33,237.51,0.00,N/A
172.66.207.145,3,2,0.33,237.53,0.00,N/A
172.64.90.185,3,2,0.33,237.56,0.00,N/A
104.24.84.252,3,2,0.33,237.57,0.00,N/A
104.18.235.44,3,2,0.33,237.59,0.00,N/A
190.93.247.11,3,2,0.33,237.74,0.00,N/A
172.65.50.131,3,2,0.33,237.79,0.00,N/A
172.65.52.98,3,2,0.33,237.82,0.00,N/A
104.24.129.195,3,2,0.33,237.82,0.00,N/A
104.16.10.242,3,2,0.33,237.84,0.00,N/A
172.66.41.101,3,2,0.33,237.85,0.00,N/A
104.19.157.118,3,2,0.33,237.97,0.00,N/A
104.27.90.221,3,2,0.33,238.01,0.00,N/A
172.64.229.254,3,2,0.33,238.03,0.00,N/A
172.67.254.196,3,2,0.33,238.08,0.00,N/A
172.65.219.219,3,2,0.33,238.10,0.00,N/A
104.24.132.96,3,2,0.33,238.12,0.00,N/A
172.65.104.7,3,2,0.33,238.14,0.00,N/A
104.16.98.216,3,2,0.33,238.22,0.00,N/A
104.19.113.22,3,2,0.33,238.23,0.00,N/A
172.67.187.150,3,2,0.33,238.25,0.00,N/A
172.64.96.153,3,2,0.33,238.32,0.00,N/A
104.18.6.165,3,2,0.33,238.33,0.00,N/A
104.18.93.14,3,2,0.33,238.33,0.00,N/A
104.25.83.148,3,2,0.33,238.35,0.00,N/A
104.25.208.216,3,2,0.33,238.35,0.00,N/A
104.25.148.226,3,2,0.33,238.38,0.00,N/A
172.65.141.150,3,2,0.33,238.46,0.00,N/A
172.64.233.75,3,2,0.33,238.47,0.00,N/A
104.18.182.241,3,2,0.33,238.48,0.00,N/A
104.17.101.228,3,2,0.33,238.66,0.00,N/A
104.17.174.194,3,2,0.33,238.66,0.00,N/A
104.27.45.73,3,2,0.33,238.68,0.00,N/A
172.67.208.58,3,2,0.33,238.78,0.00,N/A
104.25.178.253,3,2,0.33,238.81,0.00,N/A
104.17.74.136,3,2,0.33,238.83,0.00,N/A
198.41.205.9,3,2,0.33,238.88,0.00,N/A
172.65.5.147,3,2,0.33,238.93,0.00,N/A
104.16.0.208,3,2,0.33,239.03,0.00,N/A
104.24.165.102,3,2,0.33,239.04,0.00,N/A
104.18.237.130,3,2,0.33,239.08,0.00,N/A
104.25.28.104,3,2,0.33,239.10,0.00,N/A
172.65.76.149,3,2,0.33,239.12,0.00,N/A
104.18.174.95,3,2,0.33,239.13,0.00,N/A
104.16.254.110,3,2,0.33,239.20,0.00,N/A
172.67.103.174,3,2,0.33,239.21,0.00,N/A
104.16.250.63,3,2,0.33,239.22,0.00,N/A
172.65.119.231,3,2,0.33,239.23,0.00,N/A
172.67.106.214,3,2,0.33,239.24,0.00,N/A
104.18.154.63,3,2,0.33,239.25,0.00,N/A
172.65.90.32,3,2,0.33,239.26,0.00,N/A
104.17.24.98,3,2,0.33,239.28,0.00,N/A
172.65.58.9,3,2,0.33,239.28,0.00,N/A
172.65.253.82,3,2,0.33,239.33,0.00,N/A
104.21.38.147,3,2,0.33,239.36,0.00,N/A
104.18.234.10,3,2,0.33,239.39,0.00,N/A
104.25.197.142,3,2,0.33,239.45,0.00,N/A
104.21.213.102,3,2,0.33,239.51,0.00,N/A
104.25.57.122,3,2,0.33,239.53,0.00,N/A
104.16.125.70,3,2,0.33,239.55,0.00,N/A
172.64.80.127,3,2,0.33,239.58,0.00,N/A
104.27.82.82,3,2,0.33,239.60,0.00,N/A
104.17.90.213,3,2,0.33,239.66,0.00,N/A
104.18.25.89,3,2,0.33,239.69,0.00,N/A
104.16.152.198,3,2,0.33,239.71,0.00,N/A
104.27.21.196,3,2,0.33,239.78,0.00,N/A
108.162.195.151,3,2,0.33,239.81,0.00,N/A
172.67.186.248,3,2,0.33,239.83,0.00,N/A
104.27.17.169,3,2,0.33,239.85,0.00,N/A
104.25.124.90,3,2,0.33,239.88,0.00,N/A
162.159.244.94,3,2,0.33,239.89,0.00,N/A
172.64.92.253,3,2,0.33,239.92,0.00,N/A
104.27.12.67,3,2,0.33,239.99,0.00,N/A
104.21.126.154,3,2,0.33,240.00,0.00,N/A
104.24.236.232,3,2,0.33,240.06,0.00,N/A
172.65.86.168,3,2,0.33,240.13,0.00,N/A
172.67.246.15,3,2,0.33,240.18,0.00,N/A
104.21.1.33,3,2,0.33,240.23,0.00,N/A
172.67.192.70,3,2,0.33,240.26,0.00,N/A
104.16.16.30,3,2,0.33,240.34,0.00,N/A
172.64.66.93,3,2,0.33,240.34,0.00,N/A
104.24.181.96,3,2,0.33,240.35,0.00,N/A
172.67.184.219,3,2,0.33,240.35,0.00,N/A
104.17.255.134,3,2,0.33,240.42,0.00,N/A
104.20.62.219,3,2,0.33,240.44,0.00,N/A
104.27.85.123,3,2,0.33,240.56,0.00,N/A
172.67.194.110,3,2,0.33,240.57,0.00,N/A
104.24.173.168,3,2,0.33,240.65,0.00,N/A
172.67.87.69,3,2,0.33,240.66,0.00,N/A
104.25.65.95,3,2,0.33,240.75,0.00,N/A
104.18.183.91,3,2,0.33,240.76,0.00,N/A
162.159.17.110,3,2,0.33,240.76,0.00,N/A
104.25.239.191,3,2,0.33,240.77,0.00,N/A
104.25.58.121,3,2,0.33,240.80,0.00,N/A
104.25.252.11,3,2,0.33,240.84,0.00,N/A
104.21.97.77,3,2,0.33,240.86,0.00,N/A
104.16.102.28,3,2,0.33,240.86,0.00,N/A
172.65.71.59,3,2,0.33,240.87,0.00,N/A
104.19.151.131,3,2,0.33,240.90,0.00,N/A
172.67.116.73,3,2,0.33,240.92,0.00,N/A
104.17.62.96,3,2,0.33,240.94,0.00,N/A
104.24.156.92,3,2,0.33,240.98,0.00,N/A
104.16.163.91,3,2,0.33,241.01,0.00,N/A
104.25.35.246,3,2,0.33,241.02,0.00,N/A
172.64.159.34,3,2,0.33,241.08,0.00,N/A
172.67.175.204,3,2,0.33,241.12,0.00,N/A
104.19.253.191,3,2,0.33,241.16,0.00,N/A
104.25.32.100,3,2,0.33,241.20,0.00,N/A
104.25.87.34,3,2,0.33,241.32,0.00,N/A
104.24.250.199,3,2,0.33,241.38,0.00,N/A
104.19.96.58,3,2,0.33,241.41,0.00,N/A
104.25.17.81,3,2,0.33,241.45,0.00,N/A
172.65.221.251,3,2,0.33,241.45,0.00,N/A
104.16.121.221,3,2,0.33,241.45,0.00,N/A
172.65.108.227,3,2,0.33,241.59,0.00,N/A
104.21.28.27,3,2,0.33,241.64,0.00,N/A
104.21.113.83,3,2,0.33,241.65,0.00,N/A
104.27.202.123,3,2,0.33,241.77,0.00,N/A
104.16.253.16,3,2,0.33,241.79,0.00,N/A
104.17.206.127,3,2,0.33,241.80,0.00,N/A
104.25.56.225,3,2,0.33,241.83,0.00,N/A
104.25.228.22,3,2,0.33,241.83,0.00,N/A
104.16.15.68,3,2,0.33,241.84,0.00,N/A
104.19.95.63,3,2,0.33,241.87,0.00,N/A
104.16.148.54,3,2,0.33,241.87,0.00,N/A
104.24.235.78,3,2,0.33,241.89,0.00,N/A
104.18.7.206,3,2,0.33,241.90,0.00,N/A
172.65.171.16,3,2,0.33,241.92,0.00,N/A
104.18.162.165,3,2,0.33,241.93,0.00,N/A
104.25.240.120,3,2,0.33,241.94,0.00,N/A
104.16.63.52,3,2,0.33,241.94,0.00,N/A
104.16.97.11,3,2,0.33,242.01,0.00,N/A
104.16.185.236,3,2,0.33,242.06,0.00,N/A
104.20.49.229,3,2,0.33,242.08,0.00,N/A
172.65.100.77,3,2,0.33,242.10,0.00,N/A
104.19.41.227,3,2,0.33,242.10,0.00,N/A
104.19.19.36,3,2,0.33,242.12,0.00,N/A
104.21.54.53,3,2,0.33,242.19,0.00,N/A
104.25.92.175,3,2,0.33,242.26,0.00,N/A
104.18.64.173,3,2,0.33,242.35,0.00,N/A
104.24.224.179,3,2,0.33,242.36,0.00,N/A
172.64.97.48,3,2,0.33,242.36,0.00,N/A
172.67.217.148,3,2,0.33,242.45,0.00,N/A
104.21.56.183,3,2,0.33,242.48,0.00,N/A
104.27.123.10,3,2,0.33,242.51,0.00,N/A
172.65.146.63,3,2,0.33,242.52,0.00,N/A
104.21.120.127,3,2,0.33,242.61,0.00,N/A
104.25.6.119,3,2,0.33,242.63,0.00,N/A
172.64.231.183,3,2,0.33,242.65,0.00,N/A
104.19.119.208,3,2,0.33,242.68,0.00,N/A
162.159.14.52,3,2,0.33,242.68,0.00,N/A
172.65.208.142,3,2,0.33,242.73,0.00,N/A
104.25.86.187,3,2,0.33,242.73,0.00,N/A
104.19.112.60,3,2,0.33,242.76,0.00,N/A
104.19.100.207,3,2,0.33,242.77,0.00,N/A
104.21.50.55,3,2,0.33,242.83,0.00,N/A
104.19.26.175,3,2,0.33,242.85,0.00,N/A
172.67.225.79,3,2,0.33,242.93,0.00,N/A
172.65.170.235,3,2,0.33,242.95,0.00,N/A
104.19.108.133,3,2,0.33,242.97,0.00,N/A
104.19.43.54,3,2,0.33,242.97,0.00,N/A
162.159.10.12,3,2,0.33,242.99,0.00,N/A
104.25.51.59,3,2,0.33,243.09,0.00,N/A
104.24.192.2,3,2,0.33,243.17,0.00,N/A
104.19.117.166,3,2,0.33,243.17,0.00,N/A
104.25.10.26,3,2,0.33,243.21,0.00,N/A
162.159.19.36,3,2,0.33,243.22,0.00,N/A
104.18.94.123,3,2,0.33,243.22,0.00,N/A
172.65.15.46,3,2,0.33,243.31,0.00,N/A
104.18.30.37,3,2,0.33,243.35,0.00,N/A
104.25.222.107,3,2,0.33,243.37,0.00,N/A
104.19.1.145,3,2,0.33,243.38,0.00,N/A
104.24.214.137,3,2,0.33,243.42,0.00,N/A
104.25.201.44,3,2,0.33,243.43,0.00,N/A
104.16.64.138,3,2,0.33,243.45,0.00,N/A
104.21.47.150,3,2,0.33,243.48,0.00,N/A
172.67.107.34,3,2,0.33,243.57,0.00,N/A
104.20.40.165,3,2,0.33,243.67,0.00,N/A
172.66.143.101,3,2,0.33,243.67,0.00,N/A
104.27.104.183,3,2,0.33,243.70,0.00,N/A
172.67.134.249,3,2,0.33,243.73,0.00,N/A
104.19.56.38,3,2,0.33,243.77,0.00,N/A
104.19.21.94,3,2,0.33,243.77,0.00,N/A
172.65.60.34,3,2,0.33,243.78,0.00,N/A
104.27.18.219,3,2,0.33,243.80,0.00,N/A
104.21.0.57,3,2,0.33,243.81,0.00,N/A
104.19.209.230,3,2,0.33,243.84,0.00,N/A
104.24.7.83,3,2,0.33,243.91,0.00,N/A
104.24.143.6,3,2,0.33,243.92,0.00,N/A
104.19.188.136,3,2,0.33,243.96,0.00,N/A
104.24.133.52,3,2,0.33,244.00,0.00,N/A
104.19.11.202,3,2,0.33,244.01,0.00,N/A
104.25.199.207,3,2,0.33,244.02,0.00,N/A
104.17.38.227,3,2,0.33,244.10,0.00,N/A
172.65.82.57,3,2,0.33,244.11,0.00,N/A
104.27.70.27,3,2,0.33,244.16,0.00,N/A
104.27.95.40,3,2,0.33,244.17,0.00,N/A
172.65.150.59,3,2,0.33,244.25,0.00,N/A
172.65.116.5,3,2,0.33,244.30,0.00,N/A
172.67.185.175,3,2,0.33,244.30,0.00,N/A
104.17.19.103,3,2,0.33,244.42,0.00,N/A
104.18.173.159,3,2,0.33,244.45,0.00,N/A
104.17.73.116,3,2,0.33,244.45,0.00,N/A
162.159.213.9,3,2,0.33,244.51,0.00,N/A
104.25.3.243,3,2,0.33,244.58,0.00,N/A
104.16.218.7,3,2,0.33,244.59,0.00,N/A
104.27.125.241,3,2,0.33,244.59,0.00,N/A
172.67.159.238,3,2,0.33,244.59,0.00,N/A
172.66.140.14,3,2,0.33,244.65,0.00,N/A
104.16.8.175,3,2,0.33,244.66,0.00,N/A
104.27.41.86,3,2,0.33,244.68,0.00,N/A
104.17.114.48,3,2,0.33,244.70,0.00,N/A
162.159.6.2,3,2,0.33,244.73,0.00,N/A
104.25.18.143,3,2,0.33,244.84,0.00,N/A
104.25.78.47,3,2,0.33,244.84,0.00,N/A
172.65.28.128,3,2,0.33,244.86,0.00,N/A
104.16.3.32,3,2,0.33,244.92,0.00,N/A
104.24.83.247,3,2,0.33,244.93,0.00,N/A
104.18.124.159,3,2,0.33,244.99,0.00,N/A
198.41.216.32,3,2,0.33,244.99,0.00,N/A
104.27.80.191,3,2,0.33,245.05,0.00,N/A
172.67.86.158,3,2,0.33,245.07,0.00,N/A
172.67.221.128,3,2,0.33,245.16,0.00,N/A
104.27.31.219,3,2,0.33,245.18,0.00,N/A
104.17.253.89,3,2,0.33,245.19,0.00,N/A
172.65.98.141,3,2,0.33,245.29,0.00,N/A
172.67.200.46,3,2,0.33,245.30,0.00,N/A
104.25.9.82,3,2,0.33,245.33,0.00,N/A
104.18.126.50,3,2,0.33,245.40,0.00,N/A
172.65.110.98,3,2,0.33,245.46,0.00,N/A
172.67.119.10,3,2,0.33,245.49,0.00,N/A
172.65.186.125,3,2,0.33,245.56,0.00,N/A
172.67.174.41,3,2,0.33,245.60,0.00,N/A
172.65.47.173,3,2,0.33,245.62,0.00,N/A
104.24.189.205,3,2,0.33,245.64,0.00,N/A
104.24.63.239,3,2,0.33,245.68,0.00,N/A
104.18.135.65,3,2,0.33,245.75,0.00,N/A
172.66.139.148,3,2,0.33,245.76,0.00,N/A
104.18.13.217,3,2,0.33,245.77,0.00,N/A
104.18.214.57,3,2,0.33,245.78,0.00,N/A
172.67.152.13,3,2,0.33,245.80,0.00,N/A
198.41.208.229,3,2,0.33,245.83,0.00,N/A
172.64.36.39,3,2,0.33,245.85,0.00,N/A
104.25.242.29,3,2,0.33,245.95,0.00,N/A
104.18.165.13,3,2,0.33,246.02,0.00,N/A
162.159.26.241,3,2,0.33,246.06,0.00,N/A
172.64.84.16,3,2,0.33,246.09,0.00,N/A
172.65.67.136,3,2,0.33,246.19,0.00,N/A
104.21.4.8,3,2,0.33,246.30,0.00,N/A
104.25.254.28,3,2,0.33,246.31,0.00,N/A
172.67.138.64,3,2,0.33,246.33,0.00,N/A
104.18.246.230,3,2,0.33,246.39,0.00,N/A
104.18.87.15,3,2,0.33,246.40,0.00,N/A
104.19.232.222,3,2,0.33,246.52,0.00,N/A
104.17.63.216,3,2,0.33,246.56,0.00,N/A
104.25.113.56,3,2,0.33,246.58,0.00,N/A
104.24.72.217,3,2,0.33,246.72,0.00,N/A
104.16.135.226,3,2,0.33,246.82,0.00,N/A
104.19.131.132,3,2,0.33,246.92,0.00,N/A
104.24.167.60,3,2,0.33,246.97,0.00,N/A
104.27.67.242,3,2,0.33,247.03,0.00,N/A
172.65.79.43,3,2,0.33,247.14,0.00,N/A
162.159.201.226,3,2,0.33,247.16,0.00,N/A
104.25.166.123,3,2,0.33,247.20,0.00,N/A
104.21.127.21,3,2,0.33,247.23,0.00,N/A
104.18.208.148,3,2,0.33,247.41,0.00,N/A
172.67.131.250,3,2,0.33,247.44,0.00,N/A
172.65.89.84,3,2,0.33,247.48,0.00,N/A
172.67.97.249,3,2,0.33,247.51,0.00,N/A
172.67.212.174,3,2,0.33,247.51,0.00,N/A
104.17.172.210,3,2,0.33,247.55,0.00,N/A
104.19.136.244,3,2,0.33,247.56,0.00,N/A
104.19.99.138,3,2,0.33,247.67,0.00,N/A
104.18.244.15,3,2,0.33,247.77,0.00,N/A
104.27.126.8,3,2,0.33,247.80,0.00,N/A
104.19.86.124,3,2,0.33,247.87,0.00,N/A
104.16.53.24,3,2,0.33,247.94,0.00,N/A
172.67.230.219,3,2,0.33,247.95,0.00,N/A
172.67.243.143,3,2,0.33,247.97,0.00,N/A
104.20.42.115,3,2,0.33,247.99,0.00,N/A
172.65.210.73,3,2,0.33,248.00,0.00,N/A
104.17.79.34,3,2,0.33,248.02,0.00,N/A
104.19.5.229,3,2,0.33,248.05,0.00,N/A
104.18.233.124,3,2,0.33,248.15,0.00,N/A
104.20.34.198,3,2,0.33,248.25,0.00,N/A
198.41.207.38,3,2,0.33,248.36,0.00,N/A
172.66.168.16,3,2,0.33,248.39,0.00,N/A
104.19.194.231,3,2,0.33,248.41,0.00,N/A
104.25.226.192,3,2,0.33,248.43,0.00,N/A
104.19.252.0,3,2,0.33,248.47,0.00,N/A
104.25.119.197,3,2,0.33,248.47,0.00,N/A
104.17.112.61,3,2,0.33,248.49,0.00,N/A
104.16.7.139,3,2,0.33,248.64,0.00,N/A
104.21.114.223,3,2,0.33,248.65,0.00,N/A
104.24.80.65,3,2,0.33,248.67,0.00,N/A
104.19.195.93,3,2,0.33,248.70,0.00,N/A
104.16.66.168,3,2,0.33,248.76,0.00,N/A
198.41.223.75,3,2,0.33,248.80,0.00,N/A
172.65.29.21,3,2,0.33,248.86,0.00,N/A
104.19.6.193,3,2,0.33,248.89,0.00,N/A
104.16.101.184,3,2,0.33,248.91,0.00,N/A
172.65.80.59,3,2,0.33,249.12,0.00,N/A
172.65.222.18,3,2,0.33,249.17,0.00,N/A
172.64.68.252,3,2,0.33,249.21,0.00,N/A
104.25.152.105,3,2,0.33,249.30,0.00,N/A
172.65.199.233,3,2,0.33,249.36,0.00,N/A
104.16.219.139,3,2,0.33,249.43,0.00,N/A
172.65.44.114,3,2,0.33,249.53,0.00,N/A
172.67.96.237,3,2,0.33,249.61,0.00,N/A
172.67.133.242,3,2,0.33,249.63,0.00,N/A
104.18.142.13,3,2,0.33,249.67,0.00,N/A
104.17.29.4,3,2,0.33,249.67,0.00,N/A
104.19.153.173,3,2,0.33,249.70,0.00,N/A
104.16.18.95,3,2,0.33,249.71,0.00,N/A
104.27.194.131,3,2,0.33,249.74,0.00,N/A
104.24.93.122,3,2,0.33,249.82,0.00,N/A
104.16.162.92,3,2,0.33,249.82,0.00,N/A
172.67.92.254,3,2,0.33,249.86,0.00,N/A
104.18.116.160,3,2,0.33,249.88,0.00,N/A
104.16.150.24,3,2,0.33,250.00,0.00,N/A
172.67.222.139,3,2,0.33,250.05,0.00,N/A
188.114.97.207,3,2,0.33,250.16,0.00,N/A
104.21.46.190,3,2,0.33,250.22,0.00,N/A
104.19.212.98,3,2,0.33,250.49,0.00,N/A
104.21.61.243,3,2,0.33,250.50,0.00,N/A
172.65.247.141,3,2,0.33,250.61,0.00,N/A
104.21.208.238,3,2,0.33,250.67,0.00,N/A
104.19.115.107,3,2,0.33,250.80,0.00,N/A
104.27.36.134,3,2,0.33,250.83,0.00,N/A
104.24.79.61,3,2,0.33,250.86,0.00,N/A
104.21.29.174,3,2,0.33,250.99,0.00,N/A
172.65.57.200,3,2,0.33,251.06,0.00,N/A
104.16.36.234,3,2,0.33,251.06,0.00,N/A
198.41.192.223,3,2,0.33,251.21,0.00,N/A
172.65.195.188,3,2,0.33,251.23,0.00,N/A
172.67.162.165,3,2,0.33,251.28,0.00,N/A
172.64.150.152,3,2,0.33,251.42,0.00,N/A
172.65.197.132,3,2,0.33,251.45,0.00,N/A
104.16.118.224,3,2,0.33,251.49,0.00,N/A
104.19.184.204,3,2,0.33,251.61,0.00,N/A
104.18.225.63,3,2,0.33,251.63,0.00,N/A
172.67.108.220,3,2,0.33,251.66,0.00,N/A
172.67.114.55,3,2,0.33,251.67,0.00,N/A
104.25.22.148,3,2,0.33,251.77,0.00,N/A
104.25.44.152,3,2,0.33,251.91,0.00,N/A
104.25.76.114,3,2,0.33,251.98,0.00,N/A
172.64.187.33,3,2,0.33,252.08,0.00,N/A
104.19.206.79,3,2,0.33,252.17,0.00,N/A
104.19.111.25,3,2,0.33,252.20,0.00,N/A
104.17.226.61,3,2,0.33,252.39,0.00,N/A
104.17.223.201,3,2,0.33,252.47,0.00,N/A
172.67.190.149,3,2,0.33,252.55,0.00,N/A
104.25.237.174,3,2,0.33,252.57,0.00,N/A
104.27.117.91,3,2,0.33,252.70,0.00,N/A
104.27.64.164,3,2,0.33,252.86,0.00,N/A
104.19.145.178,3,2,0.33,252.93,0.00,N/A
104.21.36.20,3,2,0.33,252.96,0.00,N/A
104.17.56.59,3,2,0.33,253.09,0.00,N/A
104.18.146.49,3,2,0.33,253.32,0.00,N/A
104.25.21.215,3,2,0.33,253.34,0.00,N/A
172.64.82.21,3,2,0.33,253.51,0.00,N/A
104.18.170.241,3,2,0.33,253.62,0.00,N/A
172.66.166.87,3,2,0.33,253.87,0.00,N/A
172.66.175.182,3,2,0.33,253.87,0.00,N/A
172.64.87.238,3,2,0.33,254.14,0.00,N/A
104.17.41.123,3,2,0.33,254.70,0.00,N/A
104.25.14.253,3,2,0.33,254.91,0.00,N/A
104.27.198.158,3,2,0.33,255.08,0.00,N/A
104.24.177.61,3,2,0.33,255.11,0.00,N/A
172.64.89.148,3,2,0.33,255.20,0.00,N/A
104.19.18.11,3,2,0.33,255.43,0.00,N/A
104.19.169.20,3,2,0.33,255.59,0.00,N/A
104.24.200.76,3,2,0.33,255.61,0.00,N/A
104.25.193.249,3,2,0.33,255.70,0.00,N/A
104.16.32.146,3,2,0.33,255.78,0.00,N/A
104.16.60.69,3,2,0.33,256.30,0.00,N/A
104.24.48.112,3,2,0.33,256.48,0.00,N/A
162.159.95.69,3,2,0.33,256.80,0.00,N/A
172.65.124.0,3,2,0.33,256.99,0.00,N/A
104.17.208.117,3,2,0.33,257.16,0.00,N/A
104.19.187.94,3,2,0.33,257.37,0.00,N/A
104.19.172.230,3,2,0.33,257.53,0.00,N/A
104.25.192.111,3,2,0.33,257.67,0.00,N/A
104.25.24.179,3,2,0.33,257.70,0.00,N/A
104.19.214.102,3,2,0.33,257.93,0.00,N/A
162.159.21.53,3,2,0.33,258.08,0.00,N/A
104.27.195.216,3,2,0.33,258.29,0.00,N/A
104.27.25.196,3,2,0.33,258.77,0.00,N/A
104.25.79.42,3,2,0.33,258.83,0.00,N/A
104.17.196.27,3,2,0.33,258.86,0.00,N/A
104.24.148.152,3,2,0.33,259.28,0.00,N/A
104.16.202.127,3,2,0.33,259.30,0.00,N/A
104.25.43.161,3,2,0.33,259.39,0.00,N/A
104.18.9.16,3,2,0.33,260.13,0.00,N/A
172.67.105.3,3,2,0.33,260.28,0.00,N/A
104.25.216.224,3,2,0.33,260.49,0.00,N/A
198.41.201.65,3,2,0.33,260.68,0.00,N/A
104.25.236.16,3,2,0.33,261.21,0.00,N/A
172.67.117.134,3,2,0.33,261.25,0.00,N/A
104.18.16.53,3,2,0.33,262.92,0.00,N/A
104.17.36.168,3,2,0.33,266.57,0.00,N/A
104.17.240.180,3,2,0.33,266.61,0.00,N/A
172.65.102.39,3,2,0.33,267.18,0.00,N/A
162.159.62.111,3,2,0.33,267.35,0.00,N/A
104.25.50.136,3,2,0.33,268.20,0.00,N/A
104.17.122.148,3,2,0.33,269.01,0.00,N/A
172.65.143.35,3,2,0.33,270.05,0.00,N/A
104.16.44.186,3,2,0.33,271.92,0.00,N/A
104.18.205.102,3,2,0.33,273.41,0.00,N/A
172.65.245.26,3,2,0.33,273.44,0.00,N/A
172.67.232.175,3,2,0.33,274.75,0.00,N/A
104.16.188.53,3,2,0.33,274.79,0.00,N/A
104.27.24.101,3,2,0.33,274.93,0.00,N/A
104.18.42.126,3,2,0.33,274.95,0.00,N/A
172.65.84.81,3,2,0.33,275.21,0.00,N/A
104.16.51.0,3,2,0.33,275.53,0.00,N/A
162.159.23.163,3,2,0.33,275.91,0.00,N/A
172.67.151.52,3,2,0.33,276.50,0.00,N/A
172.64.35.146,3,2,0.33,276.64,0.00,N/A
104.21.84.79,3,2,0.33,276.70,0.00,N/A
104.17.22.95,3,2,0.33,277.45,0.00,N/A
104.24.171.46,3,2,0.33,277.84,0.00,N/A
104.19.23.0,3,2,0.33,277.85,0.00,N/A
104.25.210.24,3,2,0.33,277.86,0.00,N/A
